ID	Protein IDs	Gene Names	ENSEMBL	REFSEQ	Uniprot	VEGA	FPR	Mascot Score	Peptides	Unique Peptides	Assigned Peptides	log2FC count let7	log2FC count miR1	log2FC count miR155	log2FC count miR16	log2FC count miR30	log2FC median let7	log2FC median miR1	log2FC median miR155	log2FC median miR16	log2FC median miR30
1220	IPI:IPI00016669.1	RHEB	ENSP00000262187	NP_005605	Q15382;A8K005;Q6NZ61	OTTHUMP00000025423	1.33E-187	406.37	9	9	9	10	4	9	9	8	0.11	0.6	-0.91	0.01	0.07
1221	IPI:IPI00016670.3	C11orf59	ENSP00000278671	NP_060377	Q6IAA8		0	568.03	10	10	10	26	31	32	37	61	0.1	0.18	0.15	-0.2	0.13
1222	IPI:IPI00016676.1;IPI:IPI00658017.4;IPI:IPI00868750.1	TOMM20	ENSP00000355566	NP_055580	Q15388;A8K195;Q6IBT4	OTTHUMP00000037593	1.86E-133	271.64	5	5	5	5	15	4	9	20	-0.06	0.13	0.08	-0.17	-0.03
1223	IPI:IPI00016702.4;IPI:IPI00856033.1;IPI:IPI00855799.1;IPI:IPI00386898.9;IPI:IPI00844221.3	RABGAP1;RABGAP1	ENSP00000362751	NP_036329	Q9Y3P9-1;Q9Y3P9-2	OTTHUMP00000022081	2.43E-23	257.53	8	8	8	0	0	2	0	0					
1224	IPI:IPI00016703.2;IPI:IPI00647760.1	DHCR24	ENSP00000360316	NP_055577	Q15392;Q3LIE7	OTTHUMP00000011685	4.20E-83	725.5	22	22	22	22	34	21	40	33	-0.11	-0.19	-0.21	0.08	0.17
1225	IPI:IPI00016725.1;IPI:IPI00843809.1	GTF3C4	ENSP00000361219	NP_036336	Q9UKN8;Q05CN7;Q5VZJ7	OTTHUMP00000022434	2.20E-256	747.31	18	18	18	10	17	12	28	7	-0.21	0.06	0.19	-0.32	-0.22
1226	IPI:IPI00016726.3	C14orf119	ENSP00000322238	NP_060394	Q9NWQ9;Q6IAA7	OTTHUMP00000164568	7.99E-09	93.15	2	2	2	0	0	0	0	0					
1227	IPI:IPI00383849.5;IPI:IPI00016736.1;IPI:IPI00745182.1	PLCG1;PLCG1;PLCG1	ENSP00000244007;ENSP00000362369;ENSP00000362368	NP_002651;NP_877963	P19174;A2A284;Q4LE43;Q6LC80;Q9UFY1	OTTHUMP00000178982;OTTHUMP00000031787	8.69E-33	83.41	2	2	2	0	0	0	0	0					
1228	IPI:IPI00016745.1;IPI:IPI00759584.1;IPI:IPI00639911.1;IPI:IPI00552800.1;IPI:IPI00552632.1;IPI:IPI00470735.1	FPGS;FPGS;FPGS;FPGS;FPGS	ENSP00000362344;ENSP00000362322;ENSP00000377309;ENSP00000362341;ENSP00000362325;ENSP00000362342	NP_004948;NP_001018088	Q05932-1;Q05932-2;Q5JU22;Q6P2P6;Q5JU19;Q5JU20;Q5JU21;Q5JU23	OTTHUMP00000022201;OTTHUMP00000022202;OTTHUMP00000022204;OTTHUMP00000022200;OTTHUMP00000022203	7.76E-12	93.57	4	4	4	2	0	2	0	0					
1229	IPI:IPI00016746.1;IPI:IPI00024871.1	CBFB;CBFB	ENSP00000290858	NP_001746;NP_074036	Q13951;A8K347;A8K719;Q9HCT2	OTTHUMP00000080252;OTTHUMP00000174817;OTTHUMP00000080253	0	464.69	7	7	7	16	1	16	16	5	0.13		-1.68	0	-0.42
1230	IPI:IPI00016752.1	S100A3	ENSP00000357701;ENSP00000357702	NP_002951	P33764	OTTHUMP00000015474;OTTHUMP00000032963	6.98E-44	221.64	6	6	6	0	0	0	0	0					
1231	IPI:IPI00016763.3	GTPBP6	ENSP00000316598	NP_036359	O43824	OTTHUMP00000024276	4.75E-31	143.59	3	2	3	4	0	3	3	0	-0.01		-0.05	-0.1	
1233	IPI:IPI00016786.1;IPI:IPI00070778.1;IPI:IPI00007189.1;IPI:IPI00642590.1	CDC42;LOC643751;CDC42;CDC42	ENSP00000337669;ENSP00000341072;ENSP00000383118;ENSP00000314458	NP_001034891;NP_001782;NP_001083064;NP_426359	P60953-2;P60953-1;A6NNJ7;Q9UJM1;Q5JYX0;Q9UJM0	OTTHUMP00000002834;OTTHUMP00000002926;OTTHUMP00000002927	3.32E-269	607.6	13	12	13	44	51	43	73	73	0.18	-0.3	0.14	0.02	0.12
1234	IPI:IPI00016801.1;IPI:IPI00872742.1;IPI:IPI00027146.1;IPI:IPI00746092.1;IPI:IPI00737281.2;IPI:IPI00745684.2	GLUD1;GLUD1;GLUD2	ENSP00000277865;ENSP00000377937;ENSP00000327589	NP_005262;NP_036216	P00367;P49448;Q53GW3;Q14400;Q9UQV0;Q9BSD0	OTTHUMP00000020018;OTTHUMP00000023966	0	1738.44	32	32	32	97	144	116	146	150	0.01	0.02	0.01	-0.19	0.02
1235	IPI:IPI00016832.1;IPI:IPI00472442.4;IPI:IPI00871889.1	PSMA1;PSMA1;PSMA1	ENSP00000249924;ENSP00000379675;ENSP00000315309;ENSP00000379676	NP_002777;NP_683877	P25786-1;P25786-2;A8K400;A8MVJ4;Q53YE8		0	1223.96	25	25	25	24	23	18	28	39	0.01	0.08	0.15	0.1	0.08
1236	IPI:IPI00016839.1;IPI:IPI00798015.1	TFIIH basal transcription factor complex p52 subunit	ENSP00000259895;ENSP00000365493;ENSP00000365504;ENSP00000372849;ENSP00000383242;ENSP00000383300	NP_001508	Q92759;Q53HH3;Q76KU4	OTTHUMP00000014624;OTTHUMP00000014625;OTTHUMP00000029049;OTTHUMP00000029457;OTTHUMP0	2.88E-176	422.74	10	10	10	5	0	5	8	2	0.02		0.12	-0.15	
1237	IPI:IPI00016861.4;IPI:IPI00412837.3	GTF3C2;GTF3C2	ENSP00000264720;ENSP00000352536	NP_001030598;NP_001512	Q8WUA4-1;Q8WUA4-2;Q53QN0;Q53SY8	OTTHUMP00000123422	1.23E-14	190.62	8	8	8	0	1	0	8	1				-0.57	
1238	IPI:IPI00016862.1;IPI:IPI00759575.1;IPI:IPI00794573.1	GSR;GSR	ENSP00000221130	NP_000628	P00390-1;P00390-2;Q03504	OTTHUMP00000042507;OTTHUMP00000177365	3.82E-304	819.88	19	19	19	12	8	18	11	10	-0.3	0.2	0.2	-0.04	0.08
1239	IPI:IPI00016868.3	TELO2	ENSP00000262319	NP_057195	O75168;Q7LDV4;Q9Y4R8	OTTHUMP00000041764;OTTHUMP00000080883	1.63E-136	474.34	13	13	13	1	5	2	4	3		-0.47		-0.44	-0.39
1242	IPI:IPI00016910.1;IPI:IPI00646839.1;IPI:IPI00740719.2;IPI:IPI00873286.1	EIF3C;EIF3CL;EIF3C;EIF3CL	ENSP00000332604;ENSP00000378953;ENSP00000370258;ENSP00000378950;ENSP00000381916	NP_001032897;NP_003743;NP_001093131;XP_001132505;XP_001132506;XP_001132509;XP_001132522	Q99613;A1KYQ7;A8K7Z0;Q3B7B9	OTTHUMP00000080486;OTTHUMP00000125295;OTTHUMP00000080487;OTTHUMP00000122518	0	1810.59	37	37	37	55	75	50	44	57	-0.04	0.06	-0.24	-0.26	0.02
1243	IPI:IPI00016912.1	TTC1	ENSP00000231238	NP_003305	Q99614;Q53GE7;Q53HD9	OTTHUMP00000160843	2.82E-16	221.86	6	6	6	11	0	2	5	0	0.08			-0.35	
1244	IPI:IPI00016915.1	IGFBP7	ENSP00000295666	NP_001544	Q16270	OTTHUMP00000158974	4.35E-49	212.61	5	5	5	3	6	5	6	5	0.14	-0.29	-0.15	0.3	0.3
1245	IPI:IPI00016925.1;IPI:IPI00796572.1	C12orf57;C12orf57	ENSP00000229281	NP_612434	Q99622	OTTHUMP00000166427;OTTHUMP00000166429;OTTHUMP00000166428	9.59E-264	363.33	7	7	7	2	7	1	4	3		-0.34		0.06	-0.02
1246	IPI:IPI00016932.3;IPI:IPI00795687.2;IPI:IPI00796938.1;IPI:IPI00385017.2;IPI:IPI00795183.1;IPI:IPI00013838.2;IPI:IPI00329213.2;IPI:IPI00604549.1;IPI:IPI00847557.2	INPPL1;INPPL1	ENSP00000298229	NP_001558	O15357-1;O15357-2	OTTHUMP00000041507;OTTHUMP00000041509;OTTHUMP00000041510	1.79E-228	953.13	23	23	23	13	5	14	4	10	-0.29	0.31	-0.06	0.23	-0.13
1247	IPI:IPI00655681.1;IPI:IPI00016968.1;IPI:IPI00656158.2	SDHC;SDHC;hCG_1776980;SDHC	ENSP00000376009;ENSP00000356953	NP_001030590;NP_002992;NP_001030589;NP_001083062	Q99643;Q3C2H4;Q5VTH3;Q6IAQ2;O75609	OTTHUMP00000032375;OTTHUMP00000183001	6.51E-07	107.61	3	3	3	5	9	0	6	13	0.1	0.35		0.26	0.19
1248	IPI:IPI00017160.3;IPI:IPI00643263.1;IPI:IPI00844002.1	VTA1;VTA1;VTA1	ENSP00000356602;ENSP00000356593;ENSP00000318369	NP_057569	Q9NP79;Q5TGM0;Q9C063	OTTHUMP00000017318;OTTHUMP00000017319	3.94E-65	268.5	8	8	8	5	0	0	2	0	-0.04				
1249	IPI:IPI00017184.2;IPI:IPI00657915.1;IPI:IPI00853165.1;IPI:IPI00853100.1;IPI:IPI00852957.1;IPI:IPI00853038.1	EHD1;EHD1;EHD1	ENSP00000320516;ENSP00000352354	NP_006786	Q9H4M9	OTTHUMP00000069746;OTTHUMP00000069747;OTTHUMP00000069748;OTTHUMP00000196087	0	1274.52	29	16	29	23	14	19	11	31	0.14	0.42	-0.1	0.11	0.32
1250	IPI:IPI00017256.6;IPI:IPI00847168.2;IPI:IPI00377066.1;IPI:IPI00478433.4	RSU1;RSU1;RSU1;RSU1	ENSP00000339521;ENSP00000367154;ENSP00000367145;ENSP00000367144;ENSP00000379952;ENSP00000367135	NP_036557;NP_689937	Q15404;Q6FI17;Q32Q10;Q5VWS1;A6NDA7	OTTHUMP00000019216;OTTHUMP00000019217;OTTHUMP00000019218	2.54E-126	416.86	12	10	12	15	8	9	13	15	0.14	0.12	0.06	0.38	-0.12
1251	IPI:IPI00017283.2;IPI:IPI00181469.2	IARS2;IARS2	ENSP00000303279;ENSP00000355889;ENSP00000317770	NP_060530	Q9NSE4;A8K5W7	OTTHUMP00000035401	0	1651.82	36	36	36	68	97	120	100	65	0.01	0	-0.02	0.07	0.01
1252	IPI:IPI00017292.1;IPI:IPI00219893.5;IPI:IPI00788993.1;IPI:IPI00792321.1	CTNNB1;CTNNB1	ENSP00000344456;ENSP00000379486;ENSP00000379488;ENSP00000379493	NP_001091679;NP_001091680;NP_001895	P35222-1;A8K1L7	OTTHUMP00000162082;OTTHUMP00000165222;OTTHUMP00000165223;OTTHUMP00000170771;OTTHUMP000001707;OTTHUMP00000170773;OTTHUMP00000170774	0	1806.62	33	28	28	55	64	68	63	60	-0.06	-0.03	-0.82	0.07	-0.29
1253	IPI:IPI00017303.1;IPI:IPI00783348.2;IPI:IPI00783458.2;IPI:IPI00816513.1	MSH2	ENSP00000233146	NP_000242	P43246;A5JTV2;Q0ZAI9;Q53FK0;Q53GS1;Q53RU4;Q6VBB7	OTTHUMP00000159084	0	1116.74	22	22	22	28	12	35	33	14	0.07	-0.35	0	0.24	0.12
1254	IPI:IPI00477982.1;IPI:IPI00017305.2;IPI:IPI00641051.1;IPI:IPI00515114.2;IPI:IPI00513863.2	RPS6KA1;RPS6KA1;RPS6KA1	ENSP00000363277;ENSP00000363283;ENSP00000363278	NP_001006666;NP_002944	Q15418;A6NGG4;A8K9K7	OTTHUMP00000004113;OTTHUMP00000004114	3.42E-109	428.71	14	6	7	6	1	3	1	2	-0.01		0.57		
1255	IPI:IPI00017330.2;IPI:IPI00220242.6;IPI:IPI00465441.1;IPI:IPI00514400.2;IPI:IPI00414058.1	GRK6;GRK6;GRK6;GRK5;GRK5	ENSP00000347655;ENSP00000377204;ENSP00000348230;ENSP00000358101;ENSP00000358102;ENSP00000376609	NP_001004106;NP_002073;NP_001004105;NP_005299	P43250-1;P43250-2;P34947;Q96AD6;A6NM78;Q5T060;Q24JT8;Q5T5V0	OTTHUMP00000020595;OTTHUMP00000020596	8.49E-18	72.61	2	2	2	2	0	0	1	0					
1256	IPI:IPI00017331.1	FKBP14	ENSP00000222803	NP_060416	Q9NWM8	OTTHUMP00000025060;OTTHUMP00000122625	4.70E-17	146.01	6	6	6	1	5	0	2	5		0.42			0.24
1257	IPI:IPI00017334.1;IPI:IPI00791634.1;IPI:IPI00793658.1;IPI:IPI00386435.3;IPI:IPI00871907.1;IPI:IPI00386679.1	PHB;PHB;PHB	ENSP00000300408	NP_002625	P35232;A8K401;Q6FHP5;Q6PUJ7;Q53FV0	OTTHUMP00000165764;OTTHUMP00000181999;OTTHUMP00000182000;OTTHUMP00000165766;OTTHUMP00000165765	0	1696.45	30	13	30	98	188	118	188	186	-0.05	-0.03	0.04	0.04	-0.12
1258	IPI:IPI00017339.1;IPI:IPI00644485.1	SF3B4;SF3B4	ENSP00000271628	NP_005841	Q15427;Q53FG6;Q5SZ63;Q5SZ64	OTTHUMP00000014064;OTTHUMP00000037712	0	436.28	7	7	7	6	7	14	20	12	0.01	0.05	0.1	0.12	-0.13
1259	IPI:IPI00017341.3	SF3A2	ENSP00000221494	NP_009096	Q15428;Q05DF2	OTTHUMP00000066470;OTTHUMP00000078023	9.46E-247	468.31	11	10	11	7	6	7	8	16	0.29	-0.02	-0.06	0.25	0.1
1260	IPI:IPI00017342.1;IPI:IPI00746137.1;IPI:IPI00027952.1;IPI:IPI00249526.1	RHOG	ENSP00000339467;ENSP00000380175;ENSP00000380176	NP_001656	P84095;Q6ICQ8	OTTHUMP00000014179;OTTHUMP00000014180;OTTHUMP00000014181	0	704.16	12	11	11	30	33	44	37	50	-0.43	-0.02	0.08	-0.04	0.02
1261	IPI:IPI00017344.3	RAB5B	ENSP00000353444	NP_002859	P61020;A8K982;Q6FI54	OTTHUMP00000167958	1.89E-281	492.8	7	4	4	9	10	11	10	13	0.25	0.29	0.14	0.57	0.26
1262	IPI:IPI00017367.6;IPI:IPI00869155.1	RDX	ENSP00000342830	NP_002897	P35241;A7YIJ8;A7YIK3;Q05CU6;Q6PKD3;Q9NST9		0	2067.64	40	24	24	63	21	51	96	38	-0.27	0.08	-0.08	0.24	-0.09
1263	IPI:IPI00017373.1	RPA3	ENSP00000223129;ENSP00000379914	NP_002938	P35244;A4D105	OTTHUMP00000025366;OTTHUMP00000115943	2.96E-208	398.14	7	7	7	9	13	2	5	19	0.31	0.12		0.34	-0.07
1264	IPI:IPI00017375.2	SEC23A	ENSP00000306881	NP_006355	Q15436	OTTHUMP00000027985;OTTHUMP00000178872	0	1602.32	32	29	32	53	32	31	38	35	0.04	0.33	0.15	0.41	-0.67
1265	IPI:IPI00017376.2;IPI:IPI00642931.2;IPI:IPI00478968.2	Protein transport protein Sec23B;SEC23B	ENSP00000262544;ENSP00000338844;ENSP00000366685;ENSP00000366695	NP_006354;NP_116780;NP_116781	Q15437;Q503A9;Q5QPE2	OTTHUMP00000042645;OTTHUMP00000042646;OTTHUMP00000042648;OTTHUMP00000063206;OTTHUMP00000042647	2.94E-271	695.76	15	12	12	12	1	4	4	1	-0.23		-0.16	-0.16	
1266	IPI:IPI00017381.1;IPI:IPI00792595.1;IPI:IPI00795756.1	RFC4;RFC4	ENSP00000296273;ENSP00000376272	NP_002907;NP_853551	P35249	OTTHUMP00000173949;OTTHUMP00000173951	0	919.69	17	17	17	34	25	36	35	23	-0.13	-0.16	-0.1	0.25	-0.02
1267	IPI:IPI00017412.1;IPI:IPI00218280.3	RFC2;RFC2	ENSP00000055077;ENSP00000275627	NP_852136;NP_002905	P35250-1;P35250-2;Q75MT5	OTTHUMP00000024857;OTTHUMP00000160646;OTTHUMP00000160645	0	843.74	17	17	17	26	16	31	25	15	-0.03	-0.22	0.01	0.2	0.01
1268	IPI:IPI00017448.1;IPI:IPI00387084.1;IPI:IPI00396086.1;IPI:IPI00387085.1	RPS21;RPS21	ENSP00000324438;ENSP00000345957;ENSP00000359624	NP_001015	P63220;Q6FGH5;Q8WVC2;Q9BYK1	OTTHUMP00000031485;OTTHUMP00000031487	0	887.88	15	15	15	38	78	28	32	96	0.03	-0.01	-0.08	-0.18	-0.02
1269	IPI:IPI00017450.2	GTF2F1	ENSP00000245811;ENSP00000377969;ENSP00000377971	NP_002087	P35269;Q6IBK5	OTTHUMP00000066900;OTTHUMP00000076783	3.95E-10	83.99	3	3	3	5	0	0	0	0	-0.06				
1270	IPI:IPI00017451.1;IPI:IPI00470590.2	SF3A1;SF3A1	ENSP00000215793	NP_005868;NP_001005409	Q15459;A6NKB7	OTTHUMP00000028846	0	1448.22	33	33	33	30	65	45	30	51	0.08	-0.03	0.14	0.22	-0.03
1272	IPI:IPI00017469.1	SPR	ENSP00000234454	NP_003115	P35270;A8K741;Q53GI9;Q93041;Q9UBB1;Q9UEC5	OTTHUMP00000160199	0	761.57	11	11	11	18	26	27	27	31	-0.21	-0.04	-0.17	0.16	0.12
1273	IPI:IPI00017510.3	Cytochrome c oxidase subunit 2			P00403;A0S0W7;A0S2P1;A0S3T1;A0SA07;A1Z455;A1Z4V2;A4ZKZ0;A6YW54;A6YWD1;A6YXV0;A6Z3M5;A6Z6E8;A6ZEU4;A6ZF47;A6ZFK3;A6ZHA9;A7LDC6;A7LF11;A7LFA2;Q06TE6;Q09U41;Q0Z7D8;Q0Z7F1;Q0Z7J0;Q0Z7K3;Q0Z7S0;Q14XI3;Q14XT3;Q15HH9;Q19MP7;Q305H0;Q4EYL1;		0	464	8	8	8	25	49	17	42	46	0.03	-0.06	0.13	0.34	0.26
1274	IPI:IPI00017515.6;IPI:IPI00783243.2	MREG;MREG	ENSP00000236976	NP_060470	Q8N565-1;Q8N565-2		5.32E-08	80.6	2	2	2	1	1	0	1	0					
1275	IPI:IPI00017526.1	S100P	ENSP00000296370	NP_005971	P25815;Q5J7W2	OTTHUMP00000115574	8.10E-55	171.78	4	4	4	0	7	0	0	4		0.2			-0.17
1276	IPI:IPI00017567.3;IPI:IPI00219625.1	ENG;ENG	ENSP00000362299;ENSP00000341917	NP_000109	P17813-1;P17813-2;A8K2X4;Q53G87;Q5T9C0;Q96CG0;Q5T9B9;Q71V36	OTTHUMP00000022222;OTTHUMP00000022221	0	874.99	16	11	16	31	29	44	37	35	-0.33	0.01	-0.14	-0.14	0.26
1277	IPI:IPI00017580.1	KIN	ENSP00000368881	NP_036443	O60870	OTTHUMP00000019061	5.41E-11	127.42	3	3	3	0	0	0	4	3				-0.25	0.07
1278	IPI:IPI00017592.1	LETM1	ENSP00000305653	NP_036450	O95202	OTTHUMP00000149960	0	1374.42	31	31	31	68	48	56	88	58	-0.19	-0.25	0.11	0.05	0.11
1279	IPI:IPI00017596.3;IPI:IPI00017597.3;IPI:IPI00553216.1	MAPRE1	ENSP00000364721	NP_036457	Q15691;A2VCR0	OTTHUMP00000030608	0	943.77	21	21	21	30	26	25	28	29	-0.18	0.11	0.21	0.19	0.13
1280	IPI:IPI00017617.1;IPI:IPI00798375.1	DDX5	ENSP00000225792	NP_004387	P17844;Q59E92;Q7Z2V5	OTTHUMP00000182208	0	2463.01	48	39	48	213	252	211	422	278	0	-0.57	-0.02	-0.03	-0.06
1281	IPI:IPI00017619.2	CCDC19	ENSP00000357079	NP_036469	Q9UL16;A8K884;Q05BA3;Q5VU18	OTTHUMP00000033461	2.60E-05	136.6	5	5	5	0	0	0	0	0					
1282	IPI:IPI00017669.5;IPI:IPI00470489.1;IPI:IPI00794957.1;IPI:IPI00796698.1;IPI:IPI00793699.1;IPI:IPI00798328.1;IPI:IPI00871837.1	SMARCE1;SMARCE1;SMARCE1;SMARCE1;SMARCE1	ENSP00000323967;ENSP00000367039	NP_003070	Q969G3-1;Q969G3-2	OTTHUMP00000164519;OTTHUMP00000181304;OTTHUMP00000181303;OTTHUMP00000164520;OTTHUMP00000164521;OTTHUMP00000164522	6.82E-90	288.8	6	6	6	10	7	20	9	5	-0.09	-0.17	-0.21	0.16	0.18
1283	IPI:IPI00871140.1;IPI:IPI00017672.4	NP;NP	ENSP00000354532;ENSP00000381136	NP_000261	P00491;Q9P1G4;Q8N7G1	OTTHUMP00000163992	0	1223.03	21	21	21	23	24	17	28	44	-0.09	-1.39	0.08	-0.8	0.07
1284	IPI:IPI00017704.3	COTL1	ENSP00000262428	NP_066972	Q14019	OTTHUMP00000080376;OTTHUMP00000174986	3.07E-158	620.61	14	14	14	7	9	2	7	15	0.16	0.16		0.41	0.01
1285	IPI:IPI00017726.1;IPI:IPI00336094.5;IPI:IPI00639797.1	HSD17B10;HSD17B10;HSD17B10	ENSP00000168216;ENSP00000364453;ENSP00000364447	NP_004484;NP_001032900	Q99714-1;Q99714-2;Q6IBS9;Q5H927;Q5H928	OTTHUMP00000023348;OTTHUMP00000023349;OTTHUMP00000023350	0	1613.83	21	21	21	127	117	86	159	162	0.07	0.06	0.06	0.27	0.13
1286	IPI:IPI00019549.1;IPI:IPI00017730.1	SMAD1;SMAD5	ENSP00000305769;ENSP00000377652;ENSP00000231589;ENSP00000381787	NP_001003688;NP_005891;NP_001001419;NP_001001420;NP_005894	Q15797;Q99717;A8KAJ0;Q68DB7;Q6I9T1		1.64E-13	125.81	3	2	3	3	2	5	3	0	-0.1		-0.87	-0.35	
1287	IPI:IPI00017763.5;IPI:IPI00798071.1;IPI:IPI00788840.1;IPI:IPI00789437.1;IPI:IPI00790016.1	NAP1L4;NAP1L4;NAP1L4;NAP1L4	ENSP00000369915;ENSP00000382533;ENSP00000382523	NP_005960	Q99733;A8MZ22;A8MXH2	OTTHUMP00000012671;OTTHUMP00000013392;OTTHUMP00000013393;OTTHUMP00000013394	0	755.05	12	11	12	34	18	27	33	24	-0.17	0.07	0.08	0.07	-0.14
1288	IPI:IPI00017767.1	MGST2	ENSP00000265498	NP_002404	Q99735	OTTHUMP00000164539	2.07E-51	114.41	2	2	2	9	3	4	11	11	0.07	0.06	-0.37	-0.05	-0.23
1289	IPI:IPI00017799.5	TXN2	ENSP00000216185	NP_036605	Q99757;Q6FH60	OTTHUMP00000028732	2.05E-151	318.93	7	7	7	2	13	1	6	17		0.24		-0.75	0.21
1290	IPI:IPI00017816.2;IPI:IPI00383160.1;IPI:IPI00257300.2;IPI:IPI00455157.1	ATP5S;ATP5S;ATP5S;ATP5S	ENSP00000308334;ENSP00000351258;ENSP00000245448	NP_001003803;NP_001003805;NP_056499	Q99766;A8K1U3;Q8WXQ4;Q96F77	OTTHUMP00000028264	8.16E-12	119.45	2	2	2	3	4	3	3	5	-0.19	0.26	-0.09	-0.13	0
1291	IPI:IPI00790739.1;IPI:IPI00017855.1;IPI:IPI00382844.1;IPI:IPI00737152.1	ACO2;ACO2	ENSP00000379769;ENSP00000216254	NP_001089	Q99798;A2A274;Q71UF1	OTTHUMP00000165921;OTTHUMP00000165920	0	1920.26	39	39	39	94	88	99	105	99	-0.01	0.01	0.01	-0.01	-0.07
1292	IPI:IPI00017870.1	-			Q9H552	OTTHUMP00000021786	6.46E-76	925.62	17	1	2	0	0	0	0	0					
1293	IPI:IPI00017895.2;IPI:IPI00719611.1	GPD2;GPD2	ENSP00000308610	NP_000399;NP_001076581	P43304-1;P43304-2;A8K1Z2;A8K4V0;Q53RD0;Q53T76;Q8WUQ0	OTTHUMP00000162788	0	2353.57	46	46	46	155	127	193	170	113	0.15	-1.33	0.23	0.26	-0.73
1294	IPI:IPI00017963.1	SNRPD2	ENSP00000342374;ENSP00000375798	NP_004588;NP_808210	P62316;A8K797	OTTHUMP00000069067;OTTHUMP00000078095	0	757.25	15	8	15	44	54	42	56	65	0.07	-0.13	0.13	0.06	0
1295	IPI:IPI00017964.1	SNRPD3	ENSP00000215829	NP_004166	P62318	OTTHUMP00000028926	0	405.57	9	9	9	37	40	19	46	68	0.03	-0.12	0.09	-0.03	0
1296	IPI:IPI00018009.2	EDC3	ENSP00000320503	NP_079359	Q96F86	OTTHUMP00000176478;OTTHUMP00000176479;OTTHUMP00000176480;OTTHUMP00000183472	4.96E-94	230.74	6	6	6	7	1	4	3	1	-0.12		-0.03	-0.19	
1297	IPI:IPI00018017.1;IPI:IPI00607848.1;IPI:IPI00872296.1	BRMS1;BRMS1;BRMS1	ENSP00000353042;ENSP00000377607	NP_056214;NP_001020128	Q9HCU9;Q6IAI2;Q9Y3T1;A8MWE3		1.07E-05	75.67	2	2	2	0	0	2	0	0					
1298	IPI:IPI00018031.1;IPI:IPI00166751.3;IPI:IPI00555728.1;IPI:IPI00306044.3	ALDH3B1;ALDH3B1;ALDH3B1	ENSP00000007633;ENSP00000341582	NP_000685;NP_001025181	P43353-1;P43353-2;A3FMP9;Q59F10		6.44E-15	99.82	3	2	2	0	0	0	0	0					
1299	IPI:IPI00018034.1;IPI:IPI00642942.1	SURF1;SURF1	ENSP00000361042	NP_003163	Q15526;Q5T8T3;Q5T8T4;Q9UE08	OTTHUMP00000022473;OTTHUMP00000022474	3.59E-87	281.83	7	7	7	9	2	9	8	10	0.11		0.24	0.24	-0.16
1300	IPI:IPI00018040.1;IPI:IPI00219228.1;IPI:IPI00644426.1;IPI:IPI00645426.1	MED22;MED22;MED22;MED22	ENSP00000342343;ENSP00000341761;ENSP00000361067	NP_598395;NP_852468	Q15528-1;Q15528-2;Q5T8T8;Q5T8T7;Q5T8T6	OTTHUMP00000022480;OTTHUMP00000022482;OTTHUMP00000022481;OTTHUMP00000022483	6.31E-13	103.32	3	3	3	2	0	0	2	4					-0.1
1301	IPI:IPI00018098.4;IPI:IPI00647851.2;IPI:IPI00646374.1	PRPF38B;PRPF38B;PRPF38B	ENSP00000359042;ENSP00000359039;ENSP00000359041;ENSP00000359038	NP_060531	Q5VTL8-1;Q5VTL8-2;Q69YH0	OTTHUMP00000012660;OTTHUMP00000012662;OTTHUMP00000012661	6.20E-175	433.59	10	10	10	7	8	3	11	7	-0.15	0.41	-0.04	0.17	-0.02
1302	IPI:IPI00018109.1	PTGS2	ENSP00000356438	NP_000954	P35354;A8K802;Q8IZA9	OTTHUMP00000033524	9.96E-12	152.88	6	5	6	4	0	14	3	0	-0.47		0.81	-0.73	
1303	IPI:IPI00852804.1;IPI:IPI00018116.2;IPI:IPI00787182.1	PTPN9;-;PTPN9	ENSP00000303554	NP_002824;XP_001128975	P43378;Q53XR9;Q6IQ43	OTTHUMP00000183522;OTTHUMP00000176498	1.31E-07	71.89	2	2	2	3	0	0	0	0	0.15				
1304	IPI:IPI00018120.1	DAP3	ENSP00000341692;ENSP00000357320	NP_004623;NP_387506	P51398;Q68CT7	OTTHUMP00000033480;OTTHUMP00000033481	0	1014.78	21	21	21	55	51	67	57	42	-0.09	0.15	-0.06	-0.28	0.06
1305	IPI:IPI00018140.3;IPI:IPI00402182.2	SYNCRIP;SYNCRIP	ENSP00000358635	NP_006363	O60506-1;O60506-2	OTTHUMP00000016815	0	1911.7	31	1	31	286	277	268	540	334	-0.07	-0.13	-0.07	-0.02	-0.02
1306	IPI:IPI00018146.1;IPI:IPI00796727.1;IPI:IPI00651755.1	YWHAQ;YWHAQ	ENSP00000238081;ENSP00000371267	NP_006817	P27348;Q53S41;Q53RR5	OTTHUMP00000015730;OTTHUMP00000165887;OTTHUMP00000165886	0	1619.12	23	16	17	37	39	23	51	42	0.13	-0.57	0.03	-0.02	-0.1
1307	IPI:IPI00018192.2;IPI:IPI00165237.3;IPI:IPI00787420.1;IPI:IPI00739956.1	WDR74;WDR74;WDR74	ENSP00000278856;ENSP00000308931	NP_060563;XP_001125771	Q6RFH5-1;Q6RFH5-2;A8K8G5	OTTHUMP00000095776	0	623.86	12	12	12	31	20	34	34	7	-0.23	0.17	-0.13	-0.16	-0.36
